,0
Team_ID,1610612759
Season,2014-15
FGM,"{'AVG': 39.1219512195122, 'STDEV': 5.143353001336435}"
FGA,"{'AVG': 83.58536585365853, 'STDEV': 7.199024658753306}"
FGP,"{'AVG': 0.46965853658536505, 'STDEV': 0.061240311808681}"
FG3M,"{'AVG': 8.25609756097561, 'STDEV': 3.231064402878644}"
FG3A,"{'AVG': 22.524390243902438, 'STDEV': 5.197876132640524}"
FG3P,"{'AVG': 0.36180559397302503, 'STDEV': 0.10627789573351101}"
FTM,"{'AVG': 16.682926829268293, 'STDEV': 5.586310535763954}"
FTA,"{'AVG': 21.390243902439025, 'STDEV': 21.390243902439025}"
FTP,"{'AVG': 0.781670731707317, 'STDEV': 0.781670731707317}"
OREB,"{'AVG': 9.829268292682928, 'STDEV': 3.790191623706423}"
DREB,"{'AVG': 33.80487804878049, 'STDEV': 4.743908438080873}"
REB,"{'AVG': 43.63414634146341, 'STDEV': 6.054306079294024}"
AST,"{'AVG': 24.390243902439025, 'STDEV': 5.351257144465862}"
BLK,"{'AVG': 5.414634146341464, 'STDEV': 2.387990629632933}"
TOV,"{'AVG': 13.463414634146341, 'STDEV': 3.672369712792751}"
PF,"{'AVG': 19.073170731707318, 'STDEV': 4.634227166128236}"
